"Feature","Weight","Directionality"
"sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae",0.984526830411321,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia",1.29561522374855,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella",1.01274252076109,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella",1.0275895894385,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum",1.01087266157279,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus",1.00256303265287,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Geodermatophilales;f__Geodermatophilaceae",0.928444405358608,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas",4.38919263196259,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Alkalibacter",0.997602827407044,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_rhamnosus",1.02877032085112,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae",0.993826508086226,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Candidatus_Phytoplasma;s__Lethal_wilt_oil_palm_phytoplasma",0.998541229116603,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Caldanaerobius",0.997778285941057,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Marinilactibacillus",1.05498360608074,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales",1.5286695752493,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herminiimonas",0.993638933125867,"Healthy"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes",1.0247147854737,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales",2.13300283021091,"Healthy"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae",1.00873597875117,"Psoriasis"
"sk__Bacteria;k__;p__Cyanobacteria;c__;o__Chroococcidiopsidales;f__Chroococcidiopsidaceae;g__Chroococcidiopsis",0.996700544646715,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Rickettsiella",0.970746810736701,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Candidatus_Ovatusbacter",1.11064963062817,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Stomatobaculum",0.997791495915361,"Psoriasis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_jeikeium",0.996936815705173,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Hydrogenophilalia",0.989214352852435,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Crossiella",1.00270187211238,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_sp._50B.5",0.997565775286503,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Defluviitaleaceae",1.01259035242032,"Atopic_Dermatitis"
"sk__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Fabales",0.999820349271373,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptonema;s__Leptonema_illini",1.00306324366304,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Amoebophilaceae;g__Candidatus_Cardinium",0.954385308541132,"Psoriasis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Haoranjiania",0.999051930838975,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Candidatus_Kaiserbacteria",1.0209076577885,"Healthy"
"sk__Bacteria;k__;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Levilinea",1.00429522678748,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum",1.00284117979958,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus",1.01300271875804,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae",0.949752532333737,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium",1.2061651750281,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus",1.33777279249531,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales",1.02547148385747,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Pajaroellobacter",0.997264527339945,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus",2.19453780188485,"Healthy"
"sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales",0.98697090698041,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales",0.959062040597008,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Dietziaceae;g__Dietzia",1.75549300150675,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Cyanobacteria;c__;o__Synechococcales;f__Leptolyngbyaceae;g__Leptolyngbya",1.00638878373712,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pseudorhodoferax",1.01026312638865,"Healthy"
"sk__Bacteria;k__;p__Chloroflexi;c__Anaerolineae",0.976644876902471,"Healthy"
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Citreitalea",0.994787300253977,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium",1.04402926742776,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Vitreoscilla",0.996527994837839,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae",1.0545785767175,"Healthy"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae;g__Dermacoccus",0.990251537678393,"Healthy"
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Moheibacter",0.98636353343975,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum",0.992444984217603,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter",0.947423945778238,"Psoriasis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Asinibacterium",0.984934015536906,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus",0.998109711189019,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium",1.12678949333535,"Healthy"
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Weeksella;s__Weeksella_virosa",1.00591546191681,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae",1.00024950022927,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Ignavibacteriae;c__Ignavibacteria",1.01171660765088,"Healthy"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_simulans",0.899889672312638,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_canis",0.998055104795914,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter",1.00357104524946,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter",1.07921983395038,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Methylobacterium",1.16571761965756,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_Family_X._Incertae_Sedis;g__Thermicanus",1.05570831297638,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae",2.22754560586052,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Zoogloea;s__Zoogloea_oryzae",1.00746846039944,"Healthy"
"sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__;s__Candidatus_Saccharibacteria_bacterium_47-87",1.00778702855238,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_sp._NML_080024",1.11900197854694,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Thermosinus;s__Thermosinus_carboxydivorans",0.988994292754399,"Healthy"
"sk__Bacteria;k__;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae",0.998174267741934,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__;f__;g__;s__actinobacterium_WWH12",0.998720513967385,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter;s__Luteolibacter_algae",0.998902332552039,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Wolinella",0.994023800009482,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella",1.06133346825791,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens",0.993048322471105,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum",1.01693566388581,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae",1.0082107413355,"Healthy"
"sk__Bacteria;k__;p__Candidatus_Peregrinibacteria;c__Candidatus_Peribacteria;o__Candidatus_Peribacterales;f__;g__Candidatus_Peribacter",0.996214137976464,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__Methylophilus",0.997134566969206,"Healthy"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacterium",0.978646142769469,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Paenalcaligenes",0.997399124863238,"Healthy"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum",0.915288119795338,"Psoriasis"
"sk__Bacteria;k__;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Fretibacterium",0.994949896244691,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia",0.996597739808678,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus_geothermalis",0.999418036244961,"Atopic_Dermatitis"
"sk__Archaea",1.00026237614418,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Candidatus_Azambacteria",1.04203903999144,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas",0.989527623629746,"Healthy"
"sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Rhabdochlamydiaceae;g__Candidatus_Rhabdochlamydia;s__Candidatus_Rhabdochlamydia_porcellionis",0.998456303128132,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Natribacillus",0.9989377968523,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pseudogracilibacillus;s__Pseudogracilibacillus_auburnensis",0.998818118010477,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacterales_Family_III._Incertae_Sedis",0.998952818093207,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Conchiformibius;s__Conchiformibius_kuhniae",0.998983778345913,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._SSAL-8",0.999120811365835,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii",0.99989685967765,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Candidatus_Soleaferrea",0.999549274380015,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Alysiella",0.999475660709536,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella",1.11504907223421,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Tepidanaerobacter",0.996272982873318,"Healthy"
"sk__Bacteria;k__;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium",0.977709484290343,"Psoriasis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Falsirhodobacter",0.998650431310099,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Leptolinea;s__Leptolinea_tardivitalis",0.999474194861467,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus_sp._S2AQ",1.00065120484334,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii",1.00070992116563,"Healthy"
"sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula",1.0203817146933,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halovibrio",0.998881394546596,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Cyanobacteria;c__;o__Chroococcales",1.03357328229711,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__;c__Candidatus_Babeliae;o__Candidatus_Babeliales;f__Candidatus_Babeliaceae",0.992016505900173,"Healthy"
"sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctopirus",0.99533500988427,"Healthy"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae",0.999499172275793,"Healthy"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Frondihabitans",0.999809010501286,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__;g__;s__Acholeplasmatales_bacterium_canine_oral_taxon_375",0.999704248905072,"Healthy"
"sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__Pirellula_sp.",0.999157891939506,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella",1.00132322815007,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Tenericutes;c__Mollicutes",1.0218714390721,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__;o__;f__;g__Hydrogenispora",0.967341395949341,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia;s__Slackia_sp._S9_HS-10",1.00002540082997,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium",1.00043164050811,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter",1.01167567483695,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp._XJ150-1212-NJR1",0.998575920153727,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae",0.997493095133115,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Mesocricetibacter",0.997177708548747,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Rodentibacter",0.996859797426054,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae",1.02054484689398,"Healthy"
"sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Candidatus_Metachlamydia;s__Candidatus_Metachlamydia_lacustris",0.998793258327232,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_thailandicus",0.998338136009483,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_xinjiangensis",0.998893010803522,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Demequinaceae",0.982573377896046,"Healthy"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_nigrescens",1.0066266175692,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae",1.06311387027098,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__Chungangia",1.00110155457568,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Chitinimonas",1.00151946894367,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_sp._LAB3",1.00166184745136,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae",0.997393306683633,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Gordoniaceae;g__Gordonia",1.28751422040065,"Healthy"
"sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea",0.999872154513756,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__;s__Enterobacteriaceae_bacterium_190D",1.00010819182675,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_sp._BE07",0.999229088682757,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__Allobaculum_stercoricanis",1.00073317440802,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Murdochiella;s__Murdochiella_massiliensis",1.00087422962841,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Rhizobacter",1.00024635192486,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus",1.00556189267439,"Psoriasis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._Marseille-P3201T",0.999535779355596,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__Bacteroidales_genomosp._P2_oral_clone_MB1_G13",0.999822705437737,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_sp._canine_oral_taxon_195",1.00008704504044,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter",0.999892066900373,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium;s__Chryseobacterium_taklimakanense",0.998920460620539,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_catoniae",0.999664252149965,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Thermincola",0.999266552479453,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succinispira",0.999346195046835,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Variibacter;s__Variibacter_gotjawalensis",0.998952854162514,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yokenella",0.998713522743572,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter",0.999352958264917,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_oris",0.997909289890039,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales",0.999059968049354,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomicrobium;s__Planctomicrobium_piriforme",0.998878203365873,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Arcobacter",0.977485544290286,"Healthy"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter_agilis",1.00026701263078,"Atopic_Dermatitis"
"sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Tetrasphaera",0.996293492252625,"Healthy"
